sample,remeshed_cd,clipped_cd,reference_cd,cd_diff_percent,remeshed_cl,clipped_cl,reference_cl,cl_diff_percent,remeshed_pressure_drag,clipped_pressure_drag,pressure_drag_diff_percent,remeshed_viscous_drag,clipped_viscous_drag,viscous_drag_diff_percent
sample_000000088,-60.71563800873176,-61.330740449270664,0.011420538459453058,1.0130873374837053,224.79491094323393,222.80841377067716,0.6299191417482305,-0.8836931246448034,-31.500934164584947,-31.801283421280424,0.9534614279253504,-29.623749814564825,-29.934886379754765,1.0502943318707307
sample_000000089,-36.58710133518793,-34.6785273935907,0.009465747828825165,-5.216521320210866,173.90662199490563,169.9622003129768,0.4694667833833446,-2.2681262143337997,-7.404529934252526,-5.7871923584175695,-21.842542203163152,-29.318070295326965,-29.02376097110798,-1.0038495755496442
sample_000000090,-77.56712374368415,-77.8010075955865,0.012616034225546177,0.301524461155996,302.88662200293993,302.8617785694179,0.858689230936547,-0.008202222124491763,-49.3906901875009,-49.48353697380944,0.1879843872520695,-28.928057548725327,-29.069032224258063,0.4873285228200443
sample_000000091,-33.062798233700214,-33.005025325493214,0.009171250297802228,-0.17473689854875202,-97.45275685001855,-96.86424965567595,-0.27636546339369367,-0.6038897342312436,-4.538280169933063,-4.545086108235164,0.14996734549780183,-28.623681206287955,-28.558503450258513,-0.22770570828997336
sample_000000092,-95.97102045465611,-89.40302756883159,0.01315561851774586,-6.843725173191979,355.58348335940104,340.23100288394255,0.9660958079345554,-4.317546003659902,-69.67059586167834,-63.64962381911705,-8.642056190412264,-27.27881151892261,-26.689557554123187,-2.160115972760293
sample_000000093,-153.815477945661,-151.59813213717342,0.022758349735735775,-1.4415622134405157,513.4351518054375,503.4324473468158,1.3881648013726122,-1.9481923712173355,-128.53129223360307,-126.02881147565324,-1.9469817150843056,-27.053574105469444,-27.304233333045335,0.9265290663580573
sample_000000094,-175.39295681942374,-174.62825420819783,0.03142265173979613,-0.43599391052698633,598.5179263750045,594.7551708245359,1.5486644758812544,-0.628678838954459,-155.4035194830338,-154.64595748307298,-0.4874805940566363,-22.42467031217183,-22.402217105743553,-0.10012725322472331
sample_000000095,-31.590345884764563,-31.512570702007782,0.009247290529827671,-0.24619921238118103,-47.20186573733848,-47.738979883185294,-0.1172648212204032,1.1379087191927175,-3.3062812936018195,-3.126525627855601,-5.436792873433804,-28.299850428444245,-28.402010564309805,0.3609917873024473
sample_000000096,-30.7054997446369,-29.36026657818918,0.010359274973177497,-4.381082143705157,-4.644509841491966,-4.453116148549553,-0.008563179592324681,-4.120858809095161,-0.4021902236784015,-0.4096249312193259,1.848555012831273,-30.304793488836193,-28.95206446671369,-4.463746049352975
sample_000000097,-31.385079229711977,-31.24386202820578,0.009397199945341892,-0.449950119522109,57.25435942072188,56.74004948047668,0.14324749612621027,-0.8982895720933743,-1.6862884999406742,-1.6603182260223612,-1.5400848620640322,-29.714712852266622,-29.599322892470795,-0.3883260133440103
sample_000000098,-107.95738721075753,-106.19213423680581,0.014102094833522993,-1.6351386593911725,437.37544100139536,429.4504500997121,1.1077176795989172,-1.8119423631876888,-81.05841582286045,-79.71998294828178,-1.651195450825972,-28.189519016609495,-27.73931410651903,-1.5970648872199698
sample_000000099,-12.223990163206393,-12.251848172274034,0.03460423460750528,0.2278961999780747,-128.7331129902596,-128.80471132018621,-0.33030539899287137,0.05561764822080626,5.251177726229216,5.27515305145402,0.4565704395234931,-17.647072642950135,-17.699001567845,0.2942636772995226
sample_000000100,-56.42904475718373,-56.49540906883671,0.01075499707548064,0.11760665440739534,219.65163987777035,219.21787216846514,0.5829802628908006,-0.19747984105495134,-27.55762189173567,-27.538942543512512,-0.06778287435883976,-29.235869123448598,-29.320192830591633,0.2884255186222715
sample_000000101,-70.83532846116242,-70.82310241710202,0.012954107549805347,-0.017259811348374506,289.66710585433145,288.02990035686935,0.755813453593412,-0.5652024218053351,-40.95583698935979,-40.778159824120934,-0.4338262340603971,-30.43516966684629,-30.597479366900174,0.5332965179119509
sample_000000102,-71.1768655550222,-70.85239602989513,0.011118707769790728,-0.45586374532922497,361.31648246978847,359.8828371006424,0.8974587627115621,-0.3967838276699535,-42.817133074469666,-42.53748931757761,-0.6531118195272123,-28.896652486912938,-28.84969635336813,-0.16249679289347804
sample_000000103,-103.11325221759066,-100.22147759550639,0.013902057932140645,-2.8044645667678267,462.41637672598154,446.64520867232125,1.1281427403771096,-3.410598942304753,-76.6379570710252,-74.55412132414709,-2.719064842695229,-27.671977316254036,-26.82322231753216,-3.0672003992404706
sample_000000104,-32.754114539009784,-32.617504933765034,0.008393037493564067,-0.4170761663608698,-109.52383708130796,-107.98353708581374,-0.26314454148111105,-1.4063605115941473,-4.599528073116977,-4.517979070360575,-1.772986303378262,-28.234882079200464,-28.17869214381392,-0.19900892530356223
sample_000000105,-31.466464377171913,-31.048925472418688,0.009359315874264265,-1.3269330158876669,104.77798173194887,102.98916781041065,0.26531645768786644,-1.7072422010518422,-2.4195806712097485,-2.383145448074601,-1.505848660831412,-29.070086737435336,-28.68858692093753,-1.3123449542602277
sample_000000106,-72.68745382609178,-72.09047567943581,0.011444516829587598,-0.8212946185792527,361.9158023869714,356.685099825638,0.9240606202390806,-1.4452816171150624,-45.055204436539874,-44.496990193680496,-1.2389561868387957,-28.43488023854212,-28.38451494275654,-0.17712504980877067
